#,id,bureau_score,score_band,report_status,total_accounts,active_accounts,overdue_accounts,dpd_max,credit_utilization_pct,emi_to_income_ratio,tradelines,enquiries,mock_raw_report,created_at,loan_application_id,user_id
69,69,657,medium,mocked,4,4,0,0,78.26,0.32,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 56320.3}]","{""bureau_score"": 657, ""report_number"": ""fde5d2aa-10e7-451e-9e35-cb65cc5ea896"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:03:20.707899,69,4595
70,70,741,medium,mocked,8,7,0,0,61.59,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 37402.4}]","{""bureau_score"": 741, ""report_number"": ""02cba289-b6e7-4b5a-a157-a0b2a27b92af"", ""assessment_date"": ""2025-03-05""}",2025-05-11 10:03:20.735911,70,5151
71,71,415,low,mocked,4,3,0,0,66.03,0.91,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 61491.1}]","{""bureau_score"": 415, ""report_number"": ""82c730ba-3e39-4247-bc34-b32a588c1f9b"", ""assessment_date"": ""2025-01-04""}",2025-05-11 10:03:20.762341,71,5752
72,72,590,low,mocked,7,5,1,30,41.14,0.01,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 8514.6}]","{""bureau_score"": 590, ""report_number"": ""41fee3f1-1562-4b80-852c-92ea665baa0b"", ""assessment_date"": ""2025-01-23""}",2025-05-11 10:03:20.782989,72,9110
73,73,697,medium,mocked,14,4,2,30,50.13,0.15,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 12089.1}]","{""bureau_score"": 697, ""report_number"": ""5cba39bb-3eab-4b45-9a2c-5195a227622e"", ""assessment_date"": ""2025-03-23""}",2025-05-11 10:03:20.813457,73,8923
74,74,345,low,mocked,10,7,0,0,72.07,2.17,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 45013.4}]","{""bureau_score"": 345, ""report_number"": ""ea95521a-09df-4cce-a926-3f6561a5da04"", ""assessment_date"": ""2025-04-30""}",2025-05-11 10:03:20.839986,74,2418
75,75,366,low,mocked,13,4,0,0,8.58,0.25,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36352.4}]","{""bureau_score"": 366, ""report_number"": ""e07c6510-bf5c-4828-84fb-36b6b892b89c"", ""assessment_date"": ""2025-03-13""}",2025-05-11 10:03:20.859553,75,3276
76,76,471,low,mocked,8,5,0,0,14.38,0.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 58034.3}]","{""bureau_score"": 471, ""report_number"": ""ddf2c89d-8b6e-4e8f-94f4-0ba4618ed3a3"", ""assessment_date"": ""2025-03-10""}",2025-05-11 10:03:20.885813,76,5442
77,77,804,high,mocked,7,1,0,0,67.19,0.04,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25470.1}]","{""bureau_score"": 804, ""report_number"": ""885c2069-69a8-4b61-bdcf-dc153cfe6295"", ""assessment_date"": ""2025-02-18""}",2025-05-11 10:03:20.915567,77,7553
78,78,802,high,mocked,10,4,3,60,2.56,0.08,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 49378.5}]","{""bureau_score"": 802, ""report_number"": ""bfca244d-d409-4628-9604-cc9621bad778"", ""assessment_date"": ""2025-02-05""}",2025-05-11 10:03:20.942375,78,5864
79,79,305,low,mocked,11,7,0,0,6.68,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 59993.2}]","{""bureau_score"": 305, ""report_number"": ""9486f363-2331-40b3-9f1f-5246f5ce144d"", ""assessment_date"": ""2025-03-20""}",2025-05-11 10:03:20.961781,79,7798
80,80,820,high,mocked,1,1,0,0,65.71,0.36,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 79171.6}]","{""bureau_score"": 820, ""report_number"": ""e0d42b25-5057-434d-92ce-102210ed9f3c"", ""assessment_date"": ""2025-02-19""}",2025-05-11 10:03:20.999014,80,3072
81,81,403,low,mocked,1,1,0,30,13.93,0.13,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 50533.3}]","{""bureau_score"": 403, ""report_number"": ""93464735-fbf3-49a1-a0d5-bcea66e46526"", ""assessment_date"": ""2025-04-16""}",2025-05-11 10:03:21.026499,81,2564
82,82,481,low,mocked,7,3,0,0,45.92,0.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 74458.0}]","{""bureau_score"": 481, ""report_number"": ""a36fbf10-0ad6-4d67-b54a-017db1d384fa"", ""assessment_date"": ""2025-04-19""}",2025-05-11 10:03:21.045918,82,6926
83,83,627,low,mocked,6,1,0,0,16.28,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 55612.5}]","{""bureau_score"": 627, ""report_number"": ""d41a4f8c-9949-44cc-8d63-3b194146d5e4"", ""assessment_date"": ""2025-03-04""}",2025-05-11 10:03:21.070754,83,3829
84,84,580,low,mocked,9,1,1,60,12.84,0.03,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 10866.3}]","{""bureau_score"": 580, ""report_number"": ""6a8f24b1-6259-489e-8ce2-50e18cca86c1"", ""assessment_date"": ""2025-02-18""}",2025-05-11 10:03:21.104891,84,2029
85,85,640,low,mocked,8,4,0,0,50.09,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25130.7}]","{""bureau_score"": 640, ""report_number"": ""5bcae79b-26e3-4990-9ef5-53047e978cb1"", ""assessment_date"": ""2025-02-18""}",2025-05-11 10:03:21.126849,85,3614
86,86,652,medium,mocked,9,4,0,0,51.25,0.19,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52020.7}]","{""bureau_score"": 652, ""report_number"": ""c93cc13c-8a62-43c3-908a-541bf783da5d"", ""assessment_date"": ""2025-02-26""}",2025-05-11 10:03:21.144328,86,7618
87,87,692,medium,mocked,2,2,1,30,99.87,0.53,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 56908.4}]","{""bureau_score"": 692, ""report_number"": ""391dd1dd-bb39-4902-8e04-b12d0d728443"", ""assessment_date"": ""2025-03-08""}",2025-05-11 10:03:21.167475,87,7519
88,88,508,low,mocked,14,4,0,0,92.68,0.14,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 8721.6}]","{""bureau_score"": 508, ""report_number"": ""e9676f8e-8440-46b6-8198-a034d09a50c2"", ""assessment_date"": ""2025-03-31""}",2025-05-11 10:03:21.201947,88,5894
89,89,605,low,mocked,3,2,0,0,81.27,0.09,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 26490.9}]","{""bureau_score"": 605, ""report_number"": ""3d2c86b1-4b35-4ede-831e-5dbb085e7d55"", ""assessment_date"": ""2025-02-20""}",2025-05-11 10:03:21.223493,89,121
90,90,557,low,mocked,12,8,0,30,85.41,0.04,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 21119.0}]","{""bureau_score"": 557, ""report_number"": ""4e7a1af3-512d-4075-95fd-a900fd2a80a0"", ""assessment_date"": ""2025-02-25""}",2025-05-11 10:03:21.242561,90,8640
91,91,790,high,mocked,3,1,1,60,32.44,1.36,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 94217.1}]","{""bureau_score"": 790, ""report_number"": ""fed7aadd-67e6-4d34-9b83-dff00bbeca9d"", ""assessment_date"": ""2025-02-03""}",2025-05-11 10:03:21.269306,91,8559
92,92,617,low,mocked,7,3,0,0,68.94,0.17,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 60190.2}]","{""bureau_score"": 617, ""report_number"": ""fd061156-7b0b-4005-9500-d87c73399743"", ""assessment_date"": ""2025-03-27""}",2025-05-11 10:03:21.297666,92,4604
93,93,428,low,mocked,15,1,0,30,58.54,0.83,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 85622.9}]","{""bureau_score"": 428, ""report_number"": ""1b6e17ae-393f-4fea-a6dd-7d236ac2fe2a"", ""assessment_date"": ""2025-04-18""}",2025-05-11 10:03:21.319242,93,1263
94,94,733,medium,mocked,9,8,1,30,88.39,0.18,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 33892.5}]","{""bureau_score"": 733, ""report_number"": ""8ae88c28-9f94-45b0-86c7-c210518f6dd1"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:03:21.338510,94,8587
95,95,308,low,mocked,2,2,0,0,17.03,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52655.1}]","{""bureau_score"": 308, ""report_number"": ""31275177-9c9c-4b3a-8bfd-c2f2d9f40479"", ""assessment_date"": ""2025-01-06""}",2025-05-11 10:03:21.366192,95,1135
96,96,764,high,mocked,13,8,0,0,43.69,0.08,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28879.0}]","{""bureau_score"": 764, ""report_number"": ""3a4b6764-4695-48db-bece-19b27c8400dd"", ""assessment_date"": ""2025-03-29""}",2025-05-11 10:03:21.394694,96,9238
97,97,355,low,mocked,6,6,0,0,40.34,0.14,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 67681.1}]","{""bureau_score"": 355, ""report_number"": ""650847ea-4ae3-43d9-b149-fd7b3d38e0f0"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:03:21.416345,97,3451
98,98,759,high,mocked,15,1,0,30,49.73,0.32,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 83666.6}]","{""bureau_score"": 759, ""report_number"": ""48c260f4-e0b2-434a-88e0-50f7f0f88088"", ""assessment_date"": ""2025-01-25""}",2025-05-11 10:03:21.435381,98,1462
99,99,594,low,mocked,6,5,1,60,93.81,0.01,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 6893.8}]","{""bureau_score"": 594, ""report_number"": ""582997d4-8724-4ba4-ba81-6b1ac46e88e9"", ""assessment_date"": ""2025-05-07""}",2025-05-11 10:03:21.463107,99,4458
100,100,525,low,mocked,1,1,0,0,24.44,0.05,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 27238.3}]","{""bureau_score"": 525, ""report_number"": ""f15ebae5-5ec2-43a2-9f42-3e266405f570"", ""assessment_date"": ""2025-01-07""}",2025-05-11 10:03:21.496602,100,7844
101,101,424,low,mocked,4,2,0,90,92.62,0.43,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 49764.9}]","{""bureau_score"": 424, ""report_number"": ""c019f789-8394-4b6a-87ba-cf9daa79923a"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:03:21.515973,101,9558
102,102,484,low,mocked,11,9,0,0,88.74,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 95235.0}]","{""bureau_score"": 484, ""report_number"": ""80bdbc34-9227-4976-8840-f944773165cb"", ""assessment_date"": ""2025-03-05""}",2025-05-11 10:03:21.534320,102,3140
103,103,540,low,mocked,8,7,3,30,84.59,0.21,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 24278.2}]","{""bureau_score"": 540, ""report_number"": ""623777be-1752-43e9-bc92-2b12ec999727"", ""assessment_date"": ""2025-05-02""}",2025-05-11 10:03:21.565011,103,2537
104,104,307,low,mocked,8,6,0,0,52.54,0.38,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 65966.3}]","{""bureau_score"": 307, ""report_number"": ""92df8892-5eea-409b-af5f-ff0dc254d801"", ""assessment_date"": ""2025-02-04""}",2025-05-11 10:03:21.600358,104,2018
105,105,741,medium,mocked,15,2,0,0,85.11,0.04,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 29279.6}]","{""bureau_score"": 741, ""report_number"": ""5ed57b4b-020f-4037-8820-0af8d44a618e"", ""assessment_date"": ""2025-01-30""}",2025-05-11 10:03:21.619499,105,6819
106,106,786,high,mocked,11,5,0,30,62.41,1.17,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 72305.9}]","{""bureau_score"": 786, ""report_number"": ""fb7cebf7-f3df-4c96-b26d-465b1bac51d6"", ""assessment_date"": ""2025-02-15""}",2025-05-11 10:03:21.644128,106,1246
107,107,460,low,mocked,3,1,0,60,90.32,0.22,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 58003.1}]","{""bureau_score"": 460, ""report_number"": ""28af08d1-9d73-4e7d-b60c-3d5866f41d71"", ""assessment_date"": ""2025-05-10""}",2025-05-11 10:03:21.673453,107,1416
108,108,545,low,mocked,1,1,0,0,56.61,4.46,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92229.3}]","{""bureau_score"": 545, ""report_number"": ""e6188f85-bdb7-4ccc-9bca-32e1dd4402eb"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:03:21.697044,108,6022
109,109,441,low,mocked,14,6,1,30,67.98,0.18,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 13327.5}]","{""bureau_score"": 441, ""report_number"": ""2503c181-f477-4000-8030-0a839bdcd0ad"", ""assessment_date"": ""2025-01-29""}",2025-05-11 10:03:21.718607,109,2507
110,110,503,low,mocked,12,8,1,30,0.81,0.37,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 80096.9}]","{""bureau_score"": 503, ""report_number"": ""0b874c9a-364f-42e7-9327-99e77a318827"", ""assessment_date"": ""2025-01-25""}",2025-05-11 10:03:21.746015,110,1843
111,111,472,low,mocked,6,2,0,0,79.95,0.2,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92008.1}]","{""bureau_score"": 472, ""report_number"": ""0f0ed473-4dad-4da5-b62c-634727c38d79"", ""assessment_date"": ""2025-01-11""}",2025-05-11 10:03:21.774099,111,3133
112,112,655,medium,mocked,12,5,0,0,51.2,0.39,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 54436.8}]","{""bureau_score"": 655, ""report_number"": ""eb4dcc93-222a-4bf3-a2d9-02f18631cb4a"", ""assessment_date"": ""2025-03-24""}",2025-05-11 10:03:21.802333,112,2235
113,113,500,low,mocked,14,8,0,0,88.6,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 65921.7}]","{""bureau_score"": 500, ""report_number"": ""e0541124-de83-4aeb-abe9-32350fc751a7"", ""assessment_date"": ""2025-02-15""}",2025-05-11 10:03:21.824404,113,7429
114,114,611,low,mocked,13,3,0,30,7.54,0.1,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 53848.4}]","{""bureau_score"": 611, ""report_number"": ""d64d0b24-8004-455e-8bad-0fbf28483dba"", ""assessment_date"": ""2025-01-21""}",2025-05-11 10:03:21.854125,114,9432
115,115,557,low,mocked,11,1,0,0,61.84,0.02,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 5010.2}]","{""bureau_score"": 557, ""report_number"": ""fb641009-4bbc-4ecf-a85a-419ed6037d13"", ""assessment_date"": ""2025-04-25""}",2025-05-11 10:03:21.879329,115,244
116,116,793,high,mocked,15,1,0,0,94.56,0.43,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 56769.0}]","{""bureau_score"": 793, ""report_number"": ""acf5969e-8158-44a4-bdce-9fa01873d134"", ""assessment_date"": ""2025-04-14""}",2025-05-11 10:03:21.898510,116,5378
117,117,637,low,mocked,1,1,0,0,29.29,0.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 46511.4}]","{""bureau_score"": 637, ""report_number"": ""8b4943f8-e02f-41d2-beb8-257290df48c3"", ""assessment_date"": ""2025-04-03""}",2025-05-11 10:03:21.920324,117,1091
118,118,813,high,mocked,9,1,0,30,50.19,0.36,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 68583.1}]","{""bureau_score"": 813, ""report_number"": ""a7bf3ada-4139-423e-8b8f-74ab02c627b1"", ""assessment_date"": ""2025-04-13""}",2025-05-11 10:03:21.950092,118,4941
119,119,515,low,mocked,15,7,0,0,25.53,0.2,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 14082.0}]","{""bureau_score"": 515, ""report_number"": ""3430527e-3ee7-4a8b-8b3c-7ceba72d0b37"", ""assessment_date"": ""2025-01-03""}",2025-05-11 10:03:21.975407,119,1460
120,120,597,low,mocked,5,2,0,0,73.66,0.02,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 8166.2}]","{""bureau_score"": 597, ""report_number"": ""675c0a60-5ecc-4fd9-a690-5b1c11e9c591"", ""assessment_date"": ""2025-03-22""}",2025-05-11 10:03:21.994394,120,3929
121,121,330,low,mocked,3,2,0,0,17.96,0.45,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 98052.7}]","{""bureau_score"": 330, ""report_number"": ""aefe1eb0-bc6c-4600-890b-6eb7be0972c3"", ""assessment_date"": ""2025-04-26""}",2025-05-11 10:03:22.016166,121,9158
122,122,387,low,mocked,10,9,2,60,82.31,0.88,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 96674.9}]","{""bureau_score"": 387, ""report_number"": ""0adead5f-2d85-4472-bb5f-e442e42e50cf"", ""assessment_date"": ""2025-01-15""}",2025-05-11 10:03:22.045553,122,2547
123,123,672,medium,mocked,7,6,0,0,54.3,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 26436.2}]","{""bureau_score"": 672, ""report_number"": ""464c1122-0cf4-40ec-8fe6-4fe60a4d52c6"", ""assessment_date"": ""2025-01-27""}",2025-05-11 10:03:22.070291,123,6388
124,124,461,low,mocked,13,9,0,0,39.14,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28129.9}]","{""bureau_score"": 461, ""report_number"": ""19b1473a-8299-4094-8823-16362e88bb13"", ""assessment_date"": ""2025-02-17""}",2025-05-11 10:03:22.089511,124,1248
125,125,386,low,mocked,9,1,0,0,8.13,1.08,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 38127.0}]","{""bureau_score"": 386, ""report_number"": ""1954ed7c-ca16-4cd8-a984-d868b6d0cbaf"", ""assessment_date"": ""2025-03-26""}",2025-05-11 10:03:22.114730,125,8018
126,126,572,low,mocked,10,4,0,0,10.63,0.49,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 53314.6}]","{""bureau_score"": 572, ""report_number"": ""97f08753-62cf-4dd2-bbb5-4b7d77d0f731"", ""assessment_date"": ""2025-03-17""}",2025-05-11 10:03:22.147479,126,7991
127,127,376,low,mocked,2,2,0,30,31.16,2.33,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 88490.1}]","{""bureau_score"": 376, ""report_number"": ""50328075-1d35-4e70-ac09-cf06d272a325"", ""assessment_date"": ""2025-04-18""}",2025-05-11 10:03:22.172463,127,7652
128,128,670,medium,mocked,8,2,0,0,10.72,0.69,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 55476.0}]","{""bureau_score"": 670, ""report_number"": ""abf21781-4f06-4517-a05f-9b0a93212d6c"", ""assessment_date"": ""2025-01-23""}",2025-05-11 10:03:22.189403,128,7305
129,129,770,high,mocked,13,5,0,0,28.57,0.05,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 14733.4}]","{""bureau_score"": 770, ""report_number"": ""0a12258d-8062-4329-a955-1c98a4283e5c"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:03:22.213776,129,9193
